OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
5056,758,79,2014-01-31,2014-02-14,2014-02-10,3,79.15,Thoughtbeat,1 Bluestem Circle,Pueblo Nuevo,Mexico,52332,Mexico
5057,348,49,2014-08-10,2014-08-24,2014-08-20,1,12.11,Snaptags,152 Canary Pass,Pedro Miguel,Ilha do Faial,9900-425,Portugal
5058,531,82,2014-03-31,2014-04-14,2014-04-10,2,28.14,Twitterbeat,534 6th Trail,Fkih Ben Salah,,,Morocco
5059,76,9,2014-11-09,2014-11-23,2014-11-19,2,48.8,Fatz,33 Forster Drive,Lyubotyn,,,Ukraine
5060,273,42,2014-04-17,2014-05-01,2014-04-27,2,66.22,Reallinks,4540 Thackeray Road,Zamora,Castilla - Leon,49008,Spain
5061,671,3,2014-04-15,2014-04-29,2014-04-25,1,69.42,Browsetype,3999 Oak Valley Way,Del Pilar,,,Philippines
5062,662,92,2014-10-07,2014-10-21,2014-10-17,2,82.37,Leexo,2976 Southridge Place,Botucatu,,,Brazil
5063,274,99,2014-05-03,2014-05-17,2014-05-13,1,23.03,Plambee,823 Clyde Gallagher Circle,Beška,,,Serbia
5064,622,89,2014-03-16,2014-03-30,2014-03-26,1,84.11,Dynabox,96 Fisk Junction,Tabaga,,,Russia
5065,782,66,2014-07-10,2014-07-24,2014-07-20,1,67.16,Gabcube,203 Redwing Road,Benito Juarez,Michoacan De Ocampo,61570,Mexico
5066,395,83,2014-08-27,2014-09-10,2014-09-06,3,81.11,Centimia,84530 Di Loreto Lane,Shanmuqiao,,,China
5067,295,20,2014-09-12,2014-09-26,2014-09-22,2,6.08,Leenti,9 Blue Bill Park Drive,Muli,,,China
5068,225,99,2014-07-19,2014-08-02,2014-07-29,2,93.26,Yamia,641 Farmco Terrace,Seremban,Negeri Sembilan,71770,Malaysia
5069,335,61,2014-03-08,2014-03-22,2014-03-18,3,72.82,Babblestorm,3 Center Alley,Pidsandawan,,,Philippines
5070,14,91,2014-10-16,2014-10-30,2014-10-26,2,85.92,Thoughtstorm,3434 Schlimgen Lane,Yingzhou,,,China
5071,247,17,2014-10-07,2014-10-21,2014-10-17,2,71.34,Thoughtmix,7 Lyons Center,Jalapa,,,Nicaragua
5072,497,93,2014-02-17,2014-03-03,2014-02-27,2,30.47,Skibox,8 Delladonna Hill,Enriquillo,,,Dominican Republic
5073,621,81,2014-04-30,2014-05-14,2014-05-10,3,97.08,Oyope,92998 Sachtjen Way,Tía Juana,,,Venezuela
5074,560,64,2014-05-16,2014-05-30,2014-05-26,1,78.08,Ailane,30485 Green Ridge Court,Zhangtan,,,China
5075,854,98,2014-11-13,2014-11-27,2014-11-23,2,50.57,Chatterbridge,13 Crownhardt Point,Ariguaní,,,Colombia
5076,787,69,2014-11-22,2014-12-06,2014-12-02,2,91.32,Flashspan,1 Sunnyside Point,Bariri,,,Brazil
5077,551,20,2014-06-11,2014-06-25,2014-06-21,2,16.65,Meembee,667 North Point,Parengan,,,Indonesia
5078,601,1,2014-05-09,2014-05-23,2014-05-19,1,32.55,Dynabox,2231 Pepper Wood Avenue,Bamusso,,,Cameroon
5079,210,36,2014-07-30,2014-08-13,2014-08-09,2,36.15,Quimba,3 Village Green Park,Sukasirna,,,Indonesia
5080,411,14,2014-02-02,2014-02-16,2014-02-12,1,22.69,Vinte,34 Stone Corner Parkway,Tol’yatti,,,Russia
5081,311,61,2014-06-21,2014-07-05,2014-07-01,3,9.27,Jazzy,0 Elka Trail,Xiangshui,,,China
5082,270,12,2014-03-31,2014-04-14,2014-04-10,3,37.8,Innotype,9522 Dexter Terrace,Jabat,,,Marshall Islands
5083,637,96,2014-09-24,2014-10-08,2014-10-04,2,33.32,Topicshots,72664 Declaration Pass,Kairouan,,,Tunisia
5084,477,55,2014-03-06,2014-03-20,2014-03-16,2,11.17,Cogibox,9 New Castle Hill,Gamleby,Kalmar,594 93,Sweden
5085,749,86,2013-12-14,2013-12-28,2013-12-24,2,90.02,Wordtune,3972 Pine View Hill,Princeville,,,Canada
5086,613,83,2014-10-01,2014-10-15,2014-10-11,1,1.77,Gabcube,46 Steensland Junction,Brétigny-sur-Orge,Île-de-France,91229 CEDEX,France
5087,770,86,2014-04-03,2014-04-17,2014-04-13,3,30.04,Trudeo,08159 Clove Alley,Decatur,Georgia,30033,United States
5088,826,50,2014-01-09,2014-01-23,2014-01-19,3,45.46,Trilia,99679 Dixon Drive,Nishiwaki,,,Japan
5089,211,2,2014-07-15,2014-07-29,2014-07-25,2,30.45,Buzzbean,30 Veith Alley,Martin,,,Croatia
5090,840,23,2014-07-16,2014-07-30,2014-07-26,1,76.11,Topicshots,4717 Ridge Oak Parkway,Ladário,Porto,4635-133,Portugal
5091,628,22,2014-04-28,2014-05-12,2014-05-08,3,99.56,Yakijo,82 1st Pass,Banjarsari,,,Indonesia
5092,489,1,2014-09-11,2014-09-25,2014-09-21,3,20.67,Blogpad,58 Melvin Lane,Lagdo,,,Cameroon
5093,640,57,2014-01-15,2014-01-29,2014-01-25,2,50.17,Flashpoint,8294 Vidon Circle,Compiègne,Picardie,60204 CEDEX,France
5094,286,31,2014-07-18,2014-08-01,2014-07-28,2,47.56,Lazz,79134 Sundown Parkway,Lyon,Rhône-Alpes,69206 CEDEX 01,France
5095,892,80,2014-05-27,2014-06-10,2014-06-06,3,3.63,Gabvine,64619 Morningstar Circle,Söderhamn,Gävleborg,826 31,Sweden
5096,814,46,2014-08-27,2014-09-10,2014-09-06,3,84.5,Bluezoom,9 Di Loreto Street,Šentvid pri Stični,,,Slovenia
5097,841,50,2014-06-14,2014-06-28,2014-06-24,1,23.29,Skibox,30279 Carey Drive,Passo Fundo,,,Brazil
5098,523,11,2014-05-22,2014-06-05,2014-06-01,1,35.62,Nlounge,401 High Crossing Trail,Zhangjiafang,,,China
5099,675,84,2014-10-27,2014-11-10,2014-11-06,1,46.59,Yakitri,4199 Roth Street,Osiek,,,Poland
5100,795,51,2014-08-07,2014-08-21,2014-08-17,1,20.75,Agimba,7 Westport Parkway,Tsukumiura,,,Japan
5101,739,92,2014-02-02,2014-02-16,2014-02-12,1,18.37,Jetwire,97 Kenwood Avenue,Cool űrhajó,,,Afghanistan
5102,232,20,2014-02-25,2014-03-11,2014-03-07,1,66.38,Oyondu,93 New Castle Junction,Sepulu,,,Indonesia
5103,573,21,2014-09-06,2014-09-20,2014-09-16,2,10.99,Aibox,947 Sachs Court,Montpellier,Languedoc-Roussillon,34194 CEDEX 5,France
5104,462,54,2014-07-21,2014-08-04,2014-07-31,2,21,Devcast,6 Vera Pass,Baoxia,,,China
5105,634,28,2013-12-31,2014-01-14,2014-01-10,2,13.13,Eadel,97806 Vernon Park,Zarechnyy,,,Russia
5106,112,69,2014-07-19,2014-08-02,2014-07-29,2,85.92,Kwideo,2711 Fuller Road,Bouctouche,,,Canada
5107,766,70,2014-06-06,2014-06-20,2014-06-16,2,1.72,Shuffledrive,2378 Amoth Parkway,Liqizhuang,,,China
5108,566,76,2014-10-28,2014-11-11,2014-11-07,3,95.52,Myworks,0 Hudson Circle,Cisitu,,,Indonesia
5109,250,70,2014-08-31,2014-09-14,2014-09-10,1,37.86,Yombu,4 Dryden Court,Carriedo,,,Philippines
5110,468,20,2014-08-19,2014-09-02,2014-08-29,2,88.47,Kayveo,92627 Hintze Pass,Chiantla,,,Guatemala
5111,387,53,2014-02-28,2014-03-14,2014-03-10,2,94.18,Voonder,90 Forster Drive,Pelaya,,,Colombia
5112,24,47,2014-03-01,2014-03-15,2014-03-11,1,88.73,Pixonyx,88 Oneill Parkway,Bochum,Nordrhein-Westfalen,44795,Germany
5113,577,90,2014-03-09,2014-03-23,2014-03-19,1,26.03,Yakijo,96 North Street,Sypniewo,,,Poland
5114,340,90,2014-10-15,2014-10-29,2014-10-25,2,84.64,Digitube,7713 Sachtjen Plaza,Kashar,,,Albania
5115,804,90,2014-11-14,2014-11-28,2014-11-24,3,45.82,Fivespan,6949 Hallows Terrace,Paraguarí,,,Paraguay
5116,653,35,2014-06-20,2014-07-04,2014-06-30,1,21.13,Flashdog,28253 Sommers Hill,Kerva,,,Russia
5117,211,47,2014-06-14,2014-06-28,2014-06-24,2,67.21,Youopia,72336 Northfield Park,Sancang,,,China
5118,133,78,2014-09-26,2014-10-10,2014-10-06,1,67.36,Shuffletag,41877 Everett Road,Anabar,,,Nauru
5119,222,24,2014-10-12,2014-10-26,2014-10-22,1,53.09,Jamia,94 Doe Crossing Parkway,Žďár nad Sázavou Druhy,,,Czech Republic
5120,766,43,2014-07-28,2014-08-11,2014-08-07,3,30.12,Avaveo,76 Buell Junction,Xinshi,,,China
5121,311,56,2014-07-26,2014-08-09,2014-08-05,2,51.92,Yakitri,92328 Morning Terrace,Ḩātim,,,Jordan
5122,226,73,2014-03-10,2014-03-24,2014-03-20,1,26.15,Jatri,0129 Merchant Hill,Gaotang,,,China
5123,353,95,2014-05-26,2014-06-09,2014-06-05,2,57.37,Oyonder,53 Oak Valley Circle,Huanshi,,,China
5124,213,89,2014-09-21,2014-10-05,2014-10-01,3,78.69,Zava,0782 Atwood Court,Johanneshov,Stockholm,121 12,Sweden
5125,907,45,2013-12-15,2013-12-29,2013-12-25,2,18.43,Twiyo,26001 Dovetail Drive,Cai Doi Vam,,,Vietnam
5126,737,74,2014-07-16,2014-07-30,2014-07-26,1,16.47,Wikido,1520 Fremont Circle,Wangjiang,,,China
5127,208,9,2014-10-05,2014-10-19,2014-10-15,2,11.17,Avamm,1 Sunbrook Terrace,Chinchaypujio,,,Peru
5128,371,73,2014-05-10,2014-05-24,2014-05-20,2,96.97,Skyvu,222 Londonderry Park,Las Toscas,,,Uruguay
5129,892,26,2014-05-10,2014-05-24,2014-05-20,2,57.55,Oyoyo,06510 Crescent Oaks Parkway,Wangda,,,China
5130,386,36,2014-04-09,2014-04-23,2014-04-19,2,36.72,Shuffledrive,0 Forest Run Way,Sal’sk,,,Russia
5131,457,49,2014-05-06,2014-05-20,2014-05-16,2,57.15,Jazzy,79704 Arizona Circle,Bang Rak,,,Thailand
5132,311,41,2014-09-04,2014-09-18,2014-09-14,3,81.75,Edgeify,57301 Upham Point,Shuiyang,,,China
5133,297,78,2014-04-28,2014-05-12,2014-05-08,1,50.01,Jaloo,63 Maryland Lane,Pingshan,,,China
5134,816,68,2014-11-03,2014-11-17,2014-11-13,2,19.09,Jamia,5659 Marcy Parkway,Nakamura,,,Japan
5135,291,5,2014-05-11,2014-05-25,2014-05-21,1,71.44,InnoZ,99597 Fisk Court,Puamata,,,Indonesia
5136,426,28,2014-08-26,2014-09-09,2014-09-05,3,18.68,Vitz,1823 Mccormick Park,Agrela,Porto,4580-245,Portugal
5137,400,56,2014-09-16,2014-09-30,2014-09-26,1,19.98,Realpoint,167 Eliot Place,Shashemenē,,,Ethiopia
5138,574,28,2014-11-02,2014-11-16,2014-11-12,1,53.51,Dynava,09257 Fremont Junction,Hongzhou,,,China
5139,265,4,2014-11-07,2014-11-21,2014-11-17,2,32.29,Linkbridge,9072 Superior Way,Taiyanghe,,,China
5140,397,70,2014-05-15,2014-05-29,2014-05-25,1,34.6,Tavu,8 Sutherland Plaza,Ganjur,,,Indonesia
5141,860,38,2014-07-27,2014-08-10,2014-08-06,1,60.78,Edgetag,478 Blackbird Alley,Manaloal,,,Philippines
5142,132,1,2014-07-18,2014-08-01,2014-07-28,1,73.64,Topiczoom,96 Pawling Park,Gayny,,,Russia
5143,529,54,2014-06-27,2014-07-11,2014-07-07,2,51.28,Zoomdog,4 Hallows Point,Villa Francisca,,,Dominican Republic
5144,98,40,2014-04-06,2014-04-20,2014-04-16,1,79.58,Edgeclub,913 Autumn Leaf Trail,Xiaohebian,,,China
5145,420,15,2014-02-08,2014-02-22,2014-02-18,2,96.41,Quimm,0917 Randy Parkway,Tallinn,,,Estonia
5146,655,65,2014-07-03,2014-07-17,2014-07-13,2,73.72,Twitterbridge,4838 Vahlen Center,Akademija (Kaunas),,,Lithuania
5147,84,93,2013-11-29,2013-12-13,2013-12-09,1,33.61,Vinte,4 Hudson Avenue,Mizque,,,Bolivia
5148,735,72,2014-03-17,2014-03-31,2014-03-27,1,15.11,Wikido,14 Utah Park,San Miguel Chicaj,,,Guatemala
5149,273,91,2014-08-27,2014-09-10,2014-09-06,2,36.47,Skilith,551 Hagan Parkway,Tsil’na,,,Russia
5150,281,23,2014-04-28,2014-05-12,2014-05-08,2,81.78,Pixope,25760 Sloan Alley,Mastaiciai,,,Lithuania
5151,754,22,2014-06-24,2014-07-08,2014-07-04,3,82.07,Brainbox,8112 Banding Place,Zhangdu,,,China
5152,5,66,2014-04-07,2014-04-21,2014-04-17,3,14.05,Ailane,879 Loftsgordon Way,Phoenix,Arizona,85010,United States
5153,335,96,2014-02-26,2014-03-12,2014-03-08,3,37.46,Trupe,07931 Rieder Pass,Nieuwegein,Provincie Utrecht,3439,Netherlands
5154,805,16,2014-03-23,2014-04-06,2014-04-02,3,1.19,Feedspan,66 Knutson Court,Tromsø,Troms,9285,Norway
5155,817,35,2014-01-27,2014-02-10,2014-02-06,1,13.41,Youspan,74427 Darwin Road,Jaguimitan,,,Philippines
5156,64,34,2014-11-19,2014-12-03,2014-11-29,2,95.5,Flipbug,9788 Pierstorff Avenue,Donggang,,,China
5157,821,53,2014-02-20,2014-03-06,2014-03-02,1,38.9,Realcube,1920 Westerfield Way,Zhubei,,,Taiwan
5158,133,21,2014-06-17,2014-07-01,2014-06-27,3,1.03,Wikizz,9 Declaration Point,Shāhpur,,,Pakistan
5159,713,4,2014-07-21,2014-08-04,2014-07-31,2,63.39,Buzzshare,224 Katie Center,Ban Talat Bueng,,,Thailand
5160,223,9,2014-03-01,2014-03-15,2014-03-11,2,75.86,Thoughtstorm,4860 Pennsylvania Center,Kuala Lumpur,Kuala Lumpur,59800,Malaysia
5161,160,38,2014-09-28,2014-10-12,2014-10-08,2,52.17,Tagcat,93122 Amoth Court,Kilifi,,,Kenya
5162,251,98,2014-04-03,2014-04-17,2014-04-13,3,21.39,Jaloo,9699 Manitowish Park,Banaran,,,Indonesia
5163,263,61,2014-08-10,2014-08-24,2014-08-20,1,29.26,Shuffletag,1844 Express Plaza,Zhangduangu,,,China
5164,905,16,2014-05-01,2014-05-15,2014-05-11,1,43.88,Kaymbo,4 Jenifer Road,Tála,,,Cyprus
5165,354,46,2014-07-24,2014-08-07,2014-08-03,3,37.96,Chatterbridge,2514 Lakeland Avenue,Mojorembun,,,Indonesia
5166,225,83,2014-09-09,2014-09-23,2014-09-19,2,68.34,Rhyloo,95002 Rigney Lane,Huaiyuan Chengguanzhen,,,China
5167,391,3,2014-08-25,2014-09-08,2014-09-04,1,37.16,Podcat,3261 Atwood Park,Matiguás,,,Nicaragua
5168,864,56,2014-11-06,2014-11-20,2014-11-16,3,36.21,Eamia,41 Canary Court,Tucson,Arizona,85743,United States
5169,193,80,2014-09-28,2014-10-12,2014-10-08,1,66.73,Dabjam,2417 Sauthoff Circle,Chumpi,,,Peru
5170,676,21,2014-11-08,2014-11-22,2014-11-18,2,54.24,Avamba,8 Anniversary Way,Lugar Novo,Braga,4820-013,Portugal
5171,248,37,2014-08-26,2014-09-09,2014-09-05,3,85.98,JumpXS,288 Stone Corner Road,Bergen,Hordaland,5828,Norway
5172,200,2,2014-09-06,2014-09-20,2014-09-16,1,2.93,Tanoodle,5 Almo Place,Caohezhang,,,China
5173,202,29,2014-08-06,2014-08-20,2014-08-16,2,91.21,Kwimbee,94414 Amoth Terrace,Hovås,Västra Götaland,436 54,Sweden
5174,587,35,2014-06-02,2014-06-16,2014-06-12,2,81.29,Lajo,30 Moulton Junction,Montréal-Est,,,Canada
5175,450,39,2014-01-27,2014-02-10,2014-02-06,2,65.91,Yacero,501 Ilene Trail,Bojawa,,,Indonesia
5176,592,83,2014-07-07,2014-07-21,2014-07-17,2,94.9,Skippad,53199 Debs Plaza,Dobri Dol,,,Macedonia
5177,520,51,2014-02-02,2014-02-16,2014-02-12,2,48.8,Omba,00514 Rutledge Court,Łącko,,,Poland
5178,599,3,2013-12-29,2014-01-12,2014-01-08,2,47.36,Jaxspan,05563 Walton Circle,Qizili,,,China
5179,823,97,2014-03-07,2014-03-21,2014-03-17,1,23.76,Jaxnation,0 Surrey Terrace,Kolumbug,,,Philippines
5180,209,70,2014-09-08,2014-09-22,2014-09-18,3,98.69,Pixonyx,8473 Spohn Parkway,Pepayan,,,Indonesia
5181,810,38,2014-04-04,2014-04-18,2014-04-14,1,7.06,Riffpedia,31 Spenser Street,Colón,,,Argentina
5182,181,10,2014-10-08,2014-10-22,2014-10-18,3,57.12,JumpXS,86 Portage Court,Qila Saifullāh,,,Pakistan
5183,617,29,2014-08-31,2014-09-14,2014-09-10,2,69.06,Myworks,800 Bowman Pass,Eláteia,,,Greece
5184,35,35,2014-11-01,2014-11-15,2014-11-11,2,78.21,Buzzdog,297 Hayes Place,Ríohacha,,,Colombia
5185,128,96,2014-07-28,2014-08-11,2014-08-07,3,76.21,Topdrive,9 Macpherson Plaza,Il’ya,,,Belarus
5186,309,95,2014-03-27,2014-04-10,2014-04-06,3,82.49,Yacero,7667 Prairie Rose Alley,Solna,Stockholm,170 66,Sweden
5187,159,36,2014-10-20,2014-11-03,2014-10-30,3,86.33,Reallinks,64611 Truax Parkway,Fovissste,Guerrero,40400,Mexico
5188,512,25,2014-07-21,2014-08-04,2014-07-31,1,81.55,Yombu,66574 Logan Road,Morón,,,Argentina
5189,230,2,2014-01-23,2014-02-06,2014-02-02,2,63.49,Vinte,74818 Lindbergh Alley,Flen,Södermanland,642 24,Sweden
5190,257,35,2014-06-16,2014-06-30,2014-06-26,1,85.82,Skiba,301 Garrison Lane,El Cocuy,,,Colombia
5191,364,38,2014-06-27,2014-07-11,2014-07-07,2,17.63,Edgeblab,4 Hauk Avenue,Tambo,,,Peru
5192,28,16,2014-04-01,2014-04-15,2014-04-11,3,20.38,Yodo,4975 Petterle Crossing,Ferreiros,Braga,4720-028,Portugal
5193,72,26,2014-02-21,2014-03-07,2014-03-03,1,52.49,Thoughtbeat,4417 Mendota Center,Hronov,,,Czech Republic
5194,612,55,2014-10-20,2014-11-03,2014-10-30,2,74.1,Vinder,337 Mockingbird Plaza,Mapalacsiao,,,Philippines
5195,775,61,2014-03-02,2014-03-16,2014-03-12,3,53.93,Oozz,6319 Anderson Point,Uruobo-Okija,,,Nigeria
5196,671,35,2014-06-08,2014-06-22,2014-06-18,1,18.06,Meetz,64 Delladonna Crossing,Jatisari,,,Indonesia
5197,172,49,2014-11-02,2014-11-16,2014-11-12,3,65.46,Voonix,4207 Alpine Lane,Zagórów,,,Poland
5198,135,18,2014-01-04,2014-01-18,2014-01-14,1,79.85,Meeveo,47643 Magdeline Parkway,Ngancar,,,Indonesia
5199,32,22,2013-12-12,2013-12-26,2013-12-22,1,68.8,Agimba,2 Vermont Way,Bāqim as Sūq,,,Yemen
5200,817,81,2014-09-19,2014-10-03,2014-09-29,3,69.58,Skajo,983 Mayfield Terrace,Šibenik,,,Croatia
5201,247,65,2014-03-10,2014-03-24,2014-03-20,2,86.88,Kayveo,0 Becker Way,Andalan,,,Philippines
5202,686,2,2014-08-27,2014-09-10,2014-09-06,2,50.06,BlogXS,996 School Hill,Santander,Cantabria,39080,Spain
5203,550,94,2014-04-03,2014-04-17,2014-04-13,3,46.56,Jamia,6540 Maple Circle,Yishi,,,China
5204,479,51,2014-05-01,2014-05-15,2014-05-11,2,83.67,Topicware,8541 Tennyson Hill,Mosta,,,Malta
5205,883,67,2014-02-11,2014-02-25,2014-02-21,2,36.06,Quimm,2 Gateway Point,Hamburg Winterhude,Hamburg,22303,Germany
5206,474,58,2014-10-15,2014-10-29,2014-10-25,2,35.51,Kwilith,08036 Mosinee Drive,Nishor,,,Kosovo
5207,162,5,2014-09-23,2014-10-07,2014-10-03,2,30.43,Twitterbeat,80 Golden Leaf Trail,Paraćin,,,Serbia
5208,766,86,2014-04-17,2014-05-01,2014-04-27,1,43.42,Agimba,811 Glacier Hill Center,Quvasoy,,,Uzbekistan
5209,780,51,2014-10-28,2014-11-11,2014-11-07,3,23.17,Eimbee,9191 Talisman Circle,Montpellier,Languedoc-Roussillon,34032 CEDEX 1,France
5210,425,88,2013-12-25,2014-01-08,2014-01-04,2,25.89,Skipfire,86 Coleman Place,Naviraí,,,Brazil
5211,812,88,2014-10-25,2014-11-08,2014-11-04,1,28.28,Janyx,342 Lakewood Gardens Avenue,Campina Grande do Sul,,,Brazil
5212,426,40,2014-10-24,2014-11-07,2014-11-03,3,21.06,Yata,65035 Loftsgordon Court,Mehona,,,Indonesia
5213,79,64,2014-03-07,2014-03-21,2014-03-17,1,39.76,Tavu,1236 Porter Hill,Sarzedo,,,Brazil
5214,796,32,2014-09-12,2014-09-26,2014-09-22,1,39.07,Youspan,57487 Green Ridge Center,Sugito,,,Japan
5215,368,82,2014-05-11,2014-05-25,2014-05-21,3,49.32,Browsecat,142 Old Shore Circle,Majennang,,,Indonesia
5216,754,55,2014-08-25,2014-09-08,2014-09-04,3,52.36,Innojam,6775 Atwood Plaza,Taojiahe,,,China
5217,57,42,2014-06-14,2014-06-28,2014-06-24,2,91.55,Quinu,69744 Ilene Terrace,Wewit,,,Indonesia
5218,245,10,2014-06-13,2014-06-27,2014-06-23,3,56.95,Devpoint,3 Ruskin Hill,Kisarawe,,,Tanzania
5219,570,52,2014-09-16,2014-09-30,2014-09-26,3,42.05,Fadeo,28 Sommers Hill,Tojeira,Lisboa,2705-750,Portugal
5220,239,40,2014-06-22,2014-07-06,2014-07-02,1,17.33,Twitterbridge,93 Gerald Alley,Houzhai,,,China
5221,122,6,2014-05-29,2014-06-12,2014-06-08,3,27.94,Ozu,8 Loomis Parkway,Youngstown,Ohio,44511,United States
5222,512,20,2014-11-02,2014-11-16,2014-11-12,2,11.11,Tazzy,43290 Veith Crossing,Miyazu,,,Japan
5223,754,39,2014-03-23,2014-04-06,2014-04-02,1,23.27,Gigabox,4045 Packers Circle,Spasskoye-Lutovinovo,,,Russia
5224,341,64,2014-07-16,2014-07-30,2014-07-26,3,73.13,Skinte,7 Waywood Point,Banjar Tengah,,,Indonesia
5225,263,93,2014-06-22,2014-07-06,2014-07-02,2,58.52,Dabvine,8930 Acker Park,Xindu,,,China
5226,472,42,2014-02-28,2014-03-14,2014-03-10,2,49.65,Skyvu,10778 Sunbrook Junction,Yidu,,,China
5227,789,88,2014-11-16,2014-11-30,2014-11-26,1,30.01,Quinu,82518 Coolidge Avenue,Corroios,Setúbal,2855-005,Portugal
5228,330,10,2014-06-28,2014-07-12,2014-07-08,3,33.23,Bubbletube,4338 Paget Lane,Wolofeo,,,Indonesia
5229,747,25,2014-02-05,2014-02-19,2014-02-15,3,22.43,Agivu,2678 Farwell Avenue,Baihe,,,China
5230,230,77,2014-07-22,2014-08-05,2014-08-01,3,32.38,Mynte,36197 Old Shore Way,Taizhou,,,China
5231,896,99,2014-01-30,2014-02-13,2014-02-09,3,54.1,Divanoodle,7 Hallows Avenue,Zhengmo,,,China
5232,347,38,2014-11-10,2014-11-24,2014-11-20,2,65.48,Kwimbee,942 Gina Park,Santa Elena,,,Argentina
5233,604,18,2014-09-17,2014-10-01,2014-09-27,2,49.11,Jabbercube,0 8th Way,Langob,,,Philippines
5234,110,28,2014-09-28,2014-10-12,2014-10-08,3,84.57,Skyvu,17451 Ridgeview Court,Mellila,,,Morocco
5235,776,65,2014-11-01,2014-11-15,2014-11-11,1,82.55,Photojam,01058 Jana Alley,Hidalgo,Veracruz Llave,96980,Mexico
5236,110,78,2014-03-12,2014-03-26,2014-03-22,3,3.33,Edgepulse,590 Forest Dale Point,Pinheiro Machado,,,Brazil
5237,224,57,2014-05-18,2014-06-01,2014-05-28,2,40.5,Twimm,5951 Hallows Street,Bilyarsk,,,Russia
5238,781,65,2014-10-25,2014-11-08,2014-11-04,2,31.55,Zoonoodle,13 East Road,Trogan Barat,,,Indonesia
5239,582,54,2014-06-23,2014-07-07,2014-07-03,1,20.77,Skiba,52 Springs Avenue,Nayak,,,Afghanistan
5240,260,21,2014-05-27,2014-06-10,2014-06-06,3,55.45,Meezzy,32 Vera Way,Erie,Pennsylvania,16550,United States
5241,389,13,2014-09-28,2014-10-12,2014-10-08,3,33.9,Flipopia,846 Harper Circle,Upton,England,WF9,United Kingdom
5242,752,97,2014-04-09,2014-04-23,2014-04-19,1,37.55,Bubblemix,15797 Oneill Place,Hutou,,,China
5243,151,82,2014-11-17,2014-12-01,2014-11-27,1,62.21,Tazzy,22 Di Loreto Place,Oxford,,,Canada
5244,167,56,2014-02-04,2014-02-18,2014-02-14,3,54.16,Kare,4461 Lindbergh Crossing,Seattle,Washington,98175,United States
5245,588,25,2014-03-27,2014-04-10,2014-04-06,3,38.82,Ozu,214 Jay Crossing,Dardhas,,,Albania
5246,31,10,2014-05-27,2014-06-10,2014-06-06,3,71.94,Jayo,53 Lien Place,Meukek,,,Indonesia
5247,424,81,2014-09-19,2014-10-03,2014-09-29,3,45.16,JumpXS,9689 Lyons Plaza,Ningtang,,,China
5248,303,19,2014-07-10,2014-07-24,2014-07-20,3,83.83,Voolith,0 Eagle Crest Parkway,Calde,Viseu,3515-729,Portugal
5249,239,64,2014-07-27,2014-08-10,2014-08-06,3,50.3,Yakitri,4 Sommers Lane,Fier-Çifçi,,,Albania
5250,849,7,2014-11-04,2014-11-18,2014-11-14,3,85.78,Gabcube,4828 Lukken Pass,Shimanovsk,,,Russia
5251,820,42,2014-09-15,2014-09-29,2014-09-25,1,98.36,Skimia,3 Colorado Alley,Wincrange,,,Luxembourg
5252,5,37,2014-10-11,2014-10-25,2014-10-21,1,52.98,Blogpad,6923 Mariners Cove Park,Himeville,,,South Africa
5253,78,95,2014-02-08,2014-02-22,2014-02-18,1,76.4,Blogspan,95385 Mayfield Street,Guará,,,Brazil
5254,201,1,2014-09-08,2014-09-22,2014-09-18,1,68.41,JumpXS,41 Sherman Lane,Medvezh’yegorsk,,,Russia
5255,714,28,2014-02-13,2014-02-27,2014-02-23,2,47.55,Quimba,2781 Melvin Way,Pavshino,,,Russia
5256,386,57,2014-11-10,2014-11-24,2014-11-20,2,33.1,LiveZ,98435 Clarendon Road,Saratak,,,Armenia
5257,656,28,2013-12-31,2014-01-14,2014-01-10,2,72.2,Feedbug,629 Mccormick Road,Lobuk,,,Indonesia
5258,296,51,2014-09-12,2014-09-26,2014-09-22,2,63.4,Yambee,28063 Brickson Park Road,Kiel,Schleswig-Holstein,24109,Germany
5259,83,1,2014-09-07,2014-09-21,2014-09-17,2,87.73,Brainbox,15 Mesta Parkway,Yamada,,,Japan
5260,628,71,2014-05-17,2014-05-31,2014-05-27,3,6.93,Skippad,6 Arkansas Plaza,Potoru,,,Sierra Leone
5261,687,3,2013-11-26,2013-12-10,2013-12-06,3,4.17,Eimbee,360 Sauthoff Junction,Cordon,,,Philippines
5262,541,10,2014-03-01,2014-03-15,2014-03-11,2,27.59,Oyoloo,3 Dwight Point,Auxerre,Bourgogne,89010 CEDEX,France
5263,731,64,2014-03-09,2014-03-23,2014-03-19,2,83.78,Tagopia,501 Laurel Court,Ambat,,,Indonesia
5264,113,69,2014-03-26,2014-04-09,2014-04-05,1,70.93,Wikivu,203 Porter Point,Al Mughayyir,,,Palestinian Territory
5265,80,88,2014-01-05,2014-01-19,2014-01-15,3,95.69,Linklinks,0 Fuller Terrace,Naviraí,,,Brazil
5266,588,4,2014-08-20,2014-09-03,2014-08-30,2,63.15,Mynte,18022 Raven Avenue,Santiago Atitlán,,,Guatemala
5267,445,20,2014-04-26,2014-05-10,2014-05-06,1,46.81,Topdrive,9 Hoard Crossing,Piracanjuba,,,Brazil
