TerritoryID,TerritoryDescription,RegionID
2489,Vohipaho,2
2490,Severo-Yeniseyskiy,4
2491,Bagalangit,3
2492,Byumba,4
2493,Brest,2
2494,Blimbing,1
2495,Cantagallo,3
2496,Muxagata,1
2497,Salavan,2
2498,Calapan,1
2499,Smidary,2
2500,San Diego,3
2501,Luže,1
2502,Shangfang,2
2503,Yachimata,3
2504,Camp Flora,3
2505,Sidamulya Satu,4
2506,Tulsa,2
2507,Xiaozhai,4
2508,Redakodi,3
2509,Mattaldi,2
2510,Pehuajó,3
2511,Sevsk,2
2512,Dongjin,1
2513,Ankazondandy,1
2514,Sainte-Sophie,4
2515,Mollās̄ānī,3
2516,Solor,4
2517,Saint-Denis,3
2518,Sidomakmur,2
2519,Nanbin,1
2520,Smach Mean Chey,1
2521,Dimiao,4
2522,Yangkou,2
2523,Genyem,4
2524,Duanjia,2
2525,Yicheng,2
2526,Sherbrooke,1
2527,Bahe,1
2528,Tevriz,3
2529,Tucheng,2
2530,Aţ Ţafīlah,2
2531,Ad Dīwānīyah,4
2532,Mungyeong,3
2533,Nezlobnaya,3
2534,Esperanza,4
2535,Krajan Jamprong,3
2536,Llaillay,2
2537,Segezha,2
2538,Litein,3
2539,Tadjoura,3
2540,Tuopu Luke,1
2541,Gaio,2
2542,Molde,2
2543,Xitieshan,1
2544,Lusigang,3
2545,Asen,1
2546,Żabbar,2
2547,Seixal,2
2548,Świdwin,1
2549,Tsalka,1
2550,Shilong,2
2551,Sumpur Kudus,4
2552,Curahklapa,1
2553,Peace River,4
2554,Götene,4
2555,Ringim,3
2556,Kertabumi,1
2557,Kalenderovci Donji,4
2558,Degerfors,4
2559,Talospatang,4
2560,Piotrków Kujawski,2
2561,Pita Kotte,2
2562,Cibetung Dua,3
2563,Ronfe,4
2564,Freiburg im Breisgau,3
2565,Metsovo,2
2566,Valsamáta,1
2567,Bunisari,4
2568,Vera Cruz,1
2569,Mazańcowice,2
2570,Vidual,2
2571,Hörby,2
2572,Lemery,1
2573,Sapiranga,1
2574,Kuroishi,1
2575,Ganjiachang,4
2576,Yelan’,1
2577,Pangian,3
2578,La Cueva,4
2579,Sidenreng,1
2580,Ogurugu,2
2581,Chum Phae,3
2582,Pathum Rat,4
2583,Łaziska Górne,1
2584,Mooka,4
2585,Fasi,3
2586,Železniki,1
2587,Vrakháti,1
2588,Qikeshu,2
2589,Jiangna,3
2590,Tver,4
2591,Saint Petersburg,2
2592,Coris,4
2593,Mlowo,3
2594,Otuke,3
2595,Wanagiri,3
2596,Xiatang,3
2597,Lecong,4
2598,Leiden,4
2599,Maruoka,2
2600,Heshi,1
2601,Donglu,1
2602,Sammatti,2
2603,Colca,1
2604,Akbarābād,3
2605,Penggakrajeng,1
2606,Taen Tengah,1
2607,Farsta,4
2608,Aţ Ţafīlah,4
2609,Žeravice,3
2610,Okpoga,4
2611,Songying,1
2612,Clearwater,2
2613,Diapaga,3
2614,Nagoselo do Douro,1
2615,Sardoal,1
2616,Jingjiang,2
2617,Abejorral,3
2618,Bandar Seri Begawan,4
2619,Shiquan,2
2620,Viga,4
2621,Montijo,2
2622,Ufimskiy,2
2623,Loma,4
2624,Tehrān,4
2625,Hedao,2
2626,Al Madīd,2
2627,Lahat,1
2628,Svetlyy,4
2629,Ciloa,2
2630,Motala,1
2631,Catamayo,1
2632,San Andrés Villa Seca,1
2633,Penza,1
2634,Betim,3
2635,Cidahu,1
2636,Berlin,3
2637,Olszanica,1
2638,Duisburg,1
2639,Monte Caseros,1
2640,Kolsko,3
2641,Siwalan,3
2642,Al Mālikīyah,1
2643,Niafunké,1
2644,Sanmiaoqian,3
2645,Feira de Santana,1
2646,Thị Trấn Nho Quan,4
2647,Suban Jeriji,4
2648,Borås,1
2649,Garhi Yāsīn,2
2650,Khiv,4
2651,Babahoyo,1
2652,Morada Nova,1
2653,Yên Lập,1
2654,Puerto Santander,2
2655,Zbraslavice,4
2656,Rancapanjang,1
2657,Catamayo,2
2658,Andrijevica,2
2659,Paitan Este,4
2660,Vila Alva,2
2661,Xin’andu,1
2662,Kurumoch,2
2663,Buzen,1
2664,Jincheng,4
2665,Wenqiao,3
2666,Haradzishcha,3
2667,Město Albrechtice,4
2668,Tišina,3
2669,Żabia Wola,4
2670,Alor Setar,4
2671,Buenavista,4
2672,Gävle,3
2673,Chantal,3
2674,Luotuo,1
2675,Detupia,4
2676,Gampingan,3
2677,Vladimirskaya,1
2678,Tabaquite,3
2679,Yushugou,4
2680,Kamensk-Ural’skiy,2
2681,Il’ichëvo,1
2682,Tual,2
2683,Keleng,1
2684,Miłakowo,1
2685,Morocelí,4
2686,Yāsūf,1
2687,Xianqiao,1
2688,Paris 10,1
2689,Mattawa,4
2690,Ribeira Quente,1
2691,Lantian,1
2692,Jasionów,1
2693,Bratsk,3
2694,Fusagasuga,2
2695,Kävlinge,4
2696,Ntungamo,2
2697,Lavras,4
2698,Muaralembu,3
2699,Zhili,1
2700,Wuxiang,3
2701,Skövde,3
2702,Merritt,4
2703,Huayuan,4
2704,Sokolniki,3
2705,Ying’ebu,4
2706,Calceta,4
2707,Gio Linh,2
2708,Oepula,1
2709,Wuluo,3
2710,Houmen,4
2711,Rendian,3
2712,Gamping Lor,3
2713,Strelitsa,3
2714,Colonia Nicolich,1
2715,Gaigeturi,3
2716,Al Qāmishlī,1
2717,Banyue,1
2718,São João da Boa Vista,2
2719,Heba,1
2720,San Pedro Masahuat,4
2721,Zongga,2
2722,Menglie,2
2723,Niquero,3
2724,Charlotte Amalie,2
2725,Yangirabot,1
2726,Kruty,4
2727,Bethanie,1
2728,Kavála,3
2729,Bolengpulau,4
2730,San Isidro,2
2731,Santo Tomas,1
2732,Williston,4
2733,Nîmes,3
2734,Skellefteå,1
2735,White City,1
2736,Tamberías,3
2737,Sieroszewice,4
2738,Lyon,1
2739,Calape,1
2740,Pudoc North,4
2741,Kōfu-shi,1
2742,Yuncheng,4
2743,Turrialba,4
2744,Castro Barros,2
2745,Tervel,3
2746,Kara-Balta,3
2747,Fumin,4
2748,Mengenkrajan,3
2749,Yinchuan,1
2750,Aurelliana,1
2751,Fushë-Bulqizë,2
2752,Karanglo,1
2753,Niihama,4
2754,Zhangcun,4
2755,Quintela,2
2756,Wuda,1
2757,Nurlat,1
2758,Zhongxiang,3
2759,Sungi Liput,4
2760,Sens,1
2761,Xiaoxiang,3
2762,Bouca,4
2763,Ash Shaykh Zuwayd,3
2764,Lamas,3
2765,Piława Górna,4
2766,Krutinka,4
2767,Brčko,3
2768,Prigi,4
2769,Reykjanesbær,4
2770,Corinto,3
2771,El Suyatal,4
2772,General La Madrid,3
2773,Liangdang Chengguanzhen,3
2774,Wierzchucino,3
2775,Monte do Outeiro,1
2776,Balangiga,4
2777,Béthune,4
2778,Orkney,3
2779,Bograd,3
2780,Curitiba,3
2781,Fentange,1
2782,Vilhena,2
2783,Las Vegas,1
2784,Kalýves Polygýrou,4
2785,Quinjalca,3
2786,Sredno Konjare,4
2787,Perpignan,2
2788,Mangochi,1
2789,Kaminoyama,2
2790,Adelaide Mail Centre,3
2791,Tajerouine,1
2792,Kvartsitnyy,4
2793,Miguelópolis,4
2794,Karawatu,4
2795,Aldeia de Juzo,4
2796,Banjar Kawan,1
2797,Khánh Hải,4
2798,Zelenogorsk,1
2799,Kahnūj,4
2800,Rendeng,4
2801,Creil,4
2802,Kenamoen,1
2803,Irshava,4
2804,Caçapava do Sul,4
2805,Leon,4
2806,Bŭka,2
2807,Salmi,2
2808,Nay Pyi Taw,3
2809,Mulyoagung,4
2810,Arazane,3
2811,Wuxiang,3
2812,Domanín,1
2813,Devesa,2
2814,Coutances,2
2815,Liboro,1
2816,Baja Mar,3
2817,Penamacor,3
2818,Windusakti Hilir,4
2819,Krasnaye,2
2820,Genzi,3
2821,Chita,2
2822,Binucayan,1
2823,Miharu,2
2824,Campo Alegre,2
2825,Bandhagen,3
2826,Cienfuegos,2
2827,Piraju,1
2828,Troitsk,2
2829,Lyon,1
2830,Henghe,4
2831,San Gabriel,1
2832,Água Preta,4
2833,Mogapi,3
2834,Meixian,4
2835,Kelīshād va Sūdarjān,3
2836,Sumisip,3
2837,Louis Trichardt,4
2838,Gbarnga,3
2839,Shirochanka,1
2840,Khvalynsk,3
2841,Liyang,3
2842,Knyaginino,1
2843,Mulhouse,3
2844,Gornje Moštre,1
2845,Sebulu,4
2846,Pitangui,4
2847,Croix,1
2848,Pacucha,1
2849,Catumbela,1
2850,Marcos Juárez,3
2851,Mesyagutovo,4
2852,Banjar,4
2853,Qumudi,4
2854,Pola,3
2855,Mirandela,2
2856,Moramanga,4
2857,Zābolī,2
2858,Pingshui,1
2859,Yuktae-dong,3
2860,Bernal,1
2861,Solna,1
2862,Neftçala,2
2863,Borek,2
2864,Baoshan,1
2865,Javalera,3
2866,Francisco Beltrão,2
2867,Diyarb Najm,2
2868,Shōbara,4
2869,Cannes,1
2870,Iwakura,1
2871,Estoi,3
2872,Liangshan,3
2873,Borgo Maggiore,2
2874,Zhangxiong,3
2875,Brengkok,1
2876,Khotsimsk,3
2877,Shuyuan,2
2878,Penalva,4
2879,Bayonne,3
2880,Novi Šeher,3
2881,Mondim de Basto,4
2882,Bungur,2
2883,Huari,1
2884,Kolape,3
2885,Gwoźnica Górna,3
2886,Jiefang,1
2887,Shishang,3
2888,Korfovskiy,4
2889,Stockholm,4
2890,Wang Chan,3
2891,Cluain Meala,2
2892,Azul,3
2893,Beishan,1
2894,Neftçala,1
2895,Naushki,2
2896,Wufeng,4
2897,Thung Khru,1
2898,Rîbniţa,2
2899,Norrtälje,1
2900,Uba,4
2901,Al Manshāh,2
2902,Novovolyns’k,1
2903,Ḩadādah,1
2904,Enskede,1
2905,Sulkava,3
2906,Buluh Kasap,3
2907,Kotli Lohārān,1
2908,El Cantón,3
2909,Sihe,1
2910,Naga,3
2911,Fraga,3
2912,Lamak,4
2913,Proboštov,1
2914,Selajambe Satu,1
2915,Kema,1
2916,‘Ubāl,3
2917,Jaro,2
2918,Drenova,4
2919,Le Havre,1
2920,Río Bueno,1
2921,Obubra,3
2922,Koson Shahri,2
2923,Jūrat ash Sham‘ah,4
2924,Mulyoagung,2
2925,Mojo,2
2926,Ōmura,4
2927,Vale de Madeiros,1
2928,Taipingchuan,4
2929,Baliang,2
2930,Jönköping,2
2931,Cullhuas,3
2932,Vom,3
2933,San Pablo,4
2934,Croissy-sur-Seine,2
2935,Turt,1
2936,Oslo,4
2937,Targanice,2
2938,Kostel,4
2939,Houping,3
2940,Qinshi,3
2941,Kontiolahti,4
2942,Era,4
2943,Yaurisque,4
2944,Padaran,4
2945,Santa Cruz,1
2946,Pokrzywnica,2
2947,Timaru,3
2948,Catarman,1
2949,Opatovice nad Labem,1
2950,Aigínio,1
2951,Jiaotan,1
2952,Bánica,3
2953,Miskolc,1
2954,Chastyye,3
2955,Krokeaí,3
2956,Trablice,1
2957,Novo Horizonte,1
2958,Duntou,4
2959,Santa Elena de Uairén,3
2960,Caramay,4
2961,Dianfang,1
2962,Tunoshna,2
2963,Xinchang,2
2964,San Casimiro,3
2965,Anda,4
2966,Chengbei,2
2967,Kävlinge,3
2968,Kuantian,4
2969,Guling,4
2970,Zhaojia,3
2971,Olbramovice,1
2972,Águas Belas,4
2973,Chepareria,1
2974,Bhawāna,4
2975,Uruçuca,2
2976,Jaguariúna,2
2977,Sikka,4
2978,Gaocun,4
2979,Nîmes,2
2980,Miechów Charsznica,3
2981,Cikaduen,1
2982,Katima Mulilo,3
2983,Caen,1
2984,Inkerman,3
2985,Zhen’an,1
2986,Neftobod,3
2987,Penengahan,3
2988,Al Marj,2
2989,Şabyā,4
2990,Paris 15,2
2991,Casal dos Bernardos,4
2992,Aguadulce,1
2993,Almoínhas Velhas,1
2994,Al Jarrāḩī,3
2995,Xiaogang,2
2996,Salamá,4
2997,Kangar,2
2998,Delareyville,2
2999,Natarleba,1
3000,Panshan,1
3001,Athlone,1
3002,Cikuray,1
3003,Nandayure,4
3004,Kumai,1
3005,Olhão,3
3006,Douba,2
3007,Caringin,3
3008,Filabusi,1
3009,Galesong,1
3010,Dengyue,1
3011,Poputnaya,4
3012,Ḩajjah,3
3013,Suugaant,1
3014,Ewarton,4
3015,Daping,1
3016,Tawala,3
3017,At-Bashi,2
3018,Kalutara,1
3019,Al ‘Awjah,1
3020,Sölvesborg,2
3021,Rouen,4
3022,Ibitinga,3
3023,Sundsvall,2
3024,Lagdo,4
3025,Jackson,4
3026,Outjo,3
3027,Voždovac,3
3028,Rožďalovice,3
3029,Chợ Mới,4
3030,Zelenokumsk,4
3031,Starokucherganovka,2
3032,Shixi,2
3033,Maştağa,4
3034,Szeged,2
3035,Ailibugai,1
3036,Dadus,4
3037,Wenceslau Braz,4
3038,Zorak,3
3039,Hujiaba,2
3040,Krasnoye,1
3041,Kota Kinabalu,4
3042,Prosvet,1
3043,Arazane,1
3044,København,4
3045,Guazhou,2
3046,Solnechnyy,3
3047,Pingdong,3
3048,Bumirejo,4
3049,Eslöv,4
3050,Manila,4
3051,Medellin,3
3052,Choszczno,3
3053,Sal’sk,4
3054,Qiaotou,2
3055,Cabeças Verdes,4
3056,Sirghāyā,1
3057,Yiyang,4
3058,Tireman Timur,2
3059,Tisma,1
3060,Kiryandongo,4
3061,Moca,3
3062,Kebonan,1
3063,Velikiye Borki,1
3064,Rahayu,2
3065,Gumdag,3
3066,Santa Cruz,3
3067,Pôsto Fiscal Rolim de Moura,3
3068,Krajan Siki,3
3069,Leiwang,4
3070,Kaduketug,4
3071,Fria,1
3072,Zoumaling,3
3073,Kamaishi,4
3074,Fukushima-shi,3
3075,Tamra,3
3076,Limbi,4
3077,Aguas Verdes,1
3078,San Agustín,4
3079,Anda,1
3080,Osieczna,4
3081,Węgrzce Wielkie,1
3082,Yaopi,4
3083,Sankanan,4
3084,Semënovskoye,3
3085,Mercedes,3
3086,Vladimir,2
3087,Västra Frölunda,1
3088,Bacabal,1
3089,Fatikchari,4
3090,Moholm,2
3091,Al Matūn,4
3092,Sandovo,2
3093,Jikamshi,2
3094,Pawa,4
3095,Tagasilay,3
3096,Kalibuntu,4
3097,Dibba Al-Fujairah,3
3098,Shiren,4
3099,Phanom Sarakham,1
3100,Sihe,1
3101,Trebisht-Muçinë,1
3102,Novosemeykino,4
3103,Anqing,1
3104,Tororo,1
3105,Losino-Petrovskiy,2
3106,Huangcun,1
3107,Troyes,2
3108,Tambong,2
3109,São Silvestre,3
3110,Chartres,1
3111,Santa Apolonia,4
3112,Hamonggolele,3
3113,Huangwei,4
3114,Tiaong,1
3115,Estância Velha,2
3116,Guayabo Dulce,3
3117,Phra Khanong,4
3118,Kushelevka,4
3119,Tabu,1
3120,Balingcanaway,3
3121,Forshaga,4
3122,Los Guayos,4
3123,Medina,2
3124,Tiền Hải,3
3125,Pingqiao,3
3126,Kinlough,3
3127,Flushing,3
3128,Urengoy,2
3129,Sollefteå,3
3130,Paranaíba,2
3131,Venezuela,3
3132,Thị Trấn Văn Quan,1
3133,Varberg,3
3134,Slovenska Bistrica,2
3135,Gan Yavne,2
3136,Nova Praha,2
3137,Jiangcheng,2
3138,Cristóbal,2
3139,Karagach,3
3140,Masoli,4
3141,Benniu,3
3142,Soi Dao,1
3143,Chiang Yuen,4
3144,Udënisht,3
3145,Vidče,1
3146,Dongyang,3
3147,Valjevo,4
3148,Abonnema,2
3149,Tranås,3
3150,Wulongshan,4
3151,Bourges,1
3152,Santo Antônio de Pádua,2
3153,Dingtou,2
3154,Zlatograd,3
3155,Jetaral,2
3156,Faḩmah,3
3157,Sobreira,1
3158,Dasongshu,1
3159,Aldana,4
3160,Valladolid,1
3161,Sajia,3
3162,Padilla,3
3163,Bente,2
3164,Al ‘Ashshah,2
3165,Umm Sa‘īd,2
3166,Marne-la-Vallée,4
3167,Sukasirna,3
3168,Warungawi,3
3169,Tsuma,3
3170,Tambakan,3
3171,Boyeros,2
3172,Tanuma,1
3173,Timbulsari,3
3174,Pailin,3
3175,Huangyang,3
3176,Munduk,3
3177,Dar Chabanne,3
3178,Mali,2
3179,Chusovoy,1
3180,Obudu,4
3181,Slovenska Bistrica,4
3182,Río Segundo,4
3183,Chicago,3
3184,Kohāt,2
3185,Heilongkou,3
3186,Presidente Dutra,1
3187,Sumurasin,2
3188,Druzhba,4
3189,Kundung,1
3190,Kalangbret,4
3191,Buyant,1
3192,Lumil,1
3193,Olival Basto,2
3194,Cañas,1
3195,Xindong,3
3196,Heka,3
3197,San Luis,1
3198,Cucutilla,4
3199,Huangshi,1
3200,Villa del Rosario,1
3201,Al Qadarif,1
3202,Socabaya,1
3203,Chýnov,4
3204,Meudon,4
3205,La Tebaida,2
3206,Nerekhta,2
3207,Solna,2
3208,Villa Cañás,4
3209,Pyhäntä,4
3210,Tsalka,1
3211,Odiongan,4
3212,Émpa,2
3213,Fontaínhas,1
3214,Sumberan,2
3215,Tamot,2
3216,Triolet,3
3217,Mingyihe,3
3218,Banjar Banyualit,2
3219,Rābigh,3
3220,Magdalena,3
3221,Cikadongdong,3
3222,Dobrica,2
3223,Hartford,2
3224,Dolo,3
3225,Shitan,3
3226,Yongping,4
3227,Goujie,4
3228,Jongorsari,3
3229,Soi Dao,3
3230,Bantal,1
3231,Krajan Menggare,1
3232,Krasnyye Barrikady,1
3233,Dístomo,4
3234,Leran Kulon,1
3235,Oguma,1
3236,Jiabeiyan,1
3237,Krajan Dua Patempuran,1
3238,Panguruan,3
3239,Jamaica,2
3240,Gaocang,4
3241,Karanggeneng,1
3242,Dongfeng,1
3243,Al Jabīn,1
3244,Yancheng,3
3245,Rahayu Dua,3
3246,Zhangcunping,4
3247,Halmstad,3
3248,Meybod,1
3249,Waipukang,1
3250,Toledo,1
3251,Rajūzah,4
3252,Las Tejerías,3
3253,Schenectady,3
3254,Maulawin,3
3255,Thị Trấn Cẩm Thủy,3
3256,Azara,2
3257,Degan,1
3258,Wołczyn,1
3259,Vysokogornyy,3
3260,Xinfengjie,3
3261,Lipsko,2
3262,Hvozdná,2
3263,Kastsyukovichy,1
3264,Lincheng,4
3265,Jeziorzany,2
3266,Shinshiro,1
3267,Mingyihe,2
3268,Pasirpengarayan,3
3269,Vishow,1
3270,Rassvet,2
3271,Tver,3
3272,Moulins,1
3273,Calomboyan,4
3274,Gardanne,1
3275,Maumere,4
3276,San Antonio de los Cobres,4
3277,Kuwumkumambal,1
3278,Jiangyi,2
3279,Nagareyama,2
3280,Subottsi,2
3281,Bahay Pare,4
3282,Houxiang,2
3283,Da’an,3
3284,Parumaan,4
3285,Weetombo,1
3286,Tanagara,3
3287,Tielou,3
3288,Qingtaiping,2
3289,Sumberdangdang,3
3290,Muli,3
3291,Níkaia,3
3292,Awarawar,1
3293,Ciudian,2
3294,Nanxi,4
3295,Chesapeake,3
3296,Kenscoff,1
3297,Villa Francisca,3
3298,Ubaitaba,1
3299,Tanggung,4
3300,Jiulian,3
3301,Hyesan-dong,1
3302,Bulakgebang,4
3303,Daping,1
3304,Logroño,3
3305,Jacareí,4
3306,Onoda,3
3307,Zaragoza,4
3308,Rędziny,3
3309,Pesochnoye,2
3310,Minuwangoda,1
3311,Bethel Town,1
3312,Aliaga,2
3313,Tengqiao,2
3314,Créteil,1
3315,Nova Petrópolis,2
3316,Log,2
3317,Muchkapskiy,2
3318,Oliveira,4
3319,Néa Róda,3
3320,Umeå,1
3321,Dinahican,2
3322,Di Linh,1
3323,Rossosh’,4
3324,Sunduan,3
3325,Shanmu,1
3326,Mikołów,2
3327,18 de Marzo,4
3328,Bromma,1
3329,Alvega,4
3330,Oliveira,2
3331,At Taḩālif,4
3332,Medellin,3
3333,Ipoh,2
3334,Huilong,1
3335,Covão da Carvalha,1
3336,Bungsuan,3
3337,San Nicolás,3
3338,Kosów Lacki,1
3339,Cueto,1
3340,Balete,4
3341,Fenyan,2
3342,Gaoyan,1
3343,Nizhniy Chir,1
3344,Liulin,3
3345,Sondo,4
3346,Boluo,4
3347,Melaka,4
3348,Entebbe,2
3349,Götene,1
3350,Miānwāli,3
3351,Al Faḩāḩīl,2
3352,Dagou,2
3353,Issia,4
3354,Semambung,1
3355,Měnín,1
3356,Hongyi,4
3357,Semamung,3
3358,Kalugmanan,3
3359,Longmen,3
3360,Javarthushuu,3
3361,Novocherkassk,3
3362,Oklahoma City,4
3363,La Trinidad,3
3364,Kaji,1
3365,Ballitoville,2
3366,Potikosin,1
3367,Mataraben,2
3368,Canchaque,2
3369,São Bernardo do Campo,3
3370,Kharkhorin,3
3371,Ban Thai Tan,3
3372,Guanshan,4
3373,Sangari,1
3374,Khorugh,2
3375,Buenavista,1
3376,Hongyi,1
3377,Dhaka,3
3378,Tabia,4
3379,Aplahoué,3
3380,Tuojiang,4
3381,Älvsjö,3
3382,Nariño,3
3383,Nonohonis,3
3384,Glendale,4
3385,Iracemápolis,1
3386,Solok,3
3387,Bedadung Kulon,4
3388,Kristinehamn,2
3389,Kraków,2
3390,Sosnowiec,2
3391,Mandangoa,4
3392,Vila Nova,1
3393,San Jerónimo,3
3394,Flers,1
3395,Ráječko,2
3396,Tohautu,4
3397,Taosha,2
3398,Baxiangshan,4
3399,Changsha,2
3400,Windusakti Hilir,2
3401,Lago da Pedra,1
3402,Ceper,4
3403,Karlskrona,1
3404,La Plata,2
3405,Selopuro,2
3406,Iowa City,4
3407,Porsgrunn,1
3408,Bayan,4
3409,Grand Rapids,4
3410,Sarpang,3
3411,Nong Chik,2
3412,Texistepeque,2
3413,Liulin,1
3414,Saskatoon,3
3415,Berehomet,4
3416,Semanding Barat,1
3417,Kortesjärvi,1
3418,Auxerre,4
3419,Cacaopera,4
3420,Dengjia,3
3421,Velké Meziříčí,3
3422,Providencia,1
3423,Gwanda,3
3424,Tarvasjoki,4
3425,Shklo,1
3426,Kiernozia,4
3427,Voznesen’ye,3
3428,Raheny,3
3429,Sincelejo,3
3430,Soloneshnoye,3
3431,Sai’erlong Xiang,2
3432,Grand Rapids,2
3433,Moravský Krumlov,4
3434,Langres,1
3435,Baykalovo,1
3436,Bireun,1
3437,Dushang,1
3438,Hörby,1
3439,Timóteo,1
3440,Stockholm,1
3441,Kyrylivka,4
3442,San Isidro,4
3443,Frederiksberg,4
3444,Port-Vila,2
3445,Al Ain,4
3446,Cherven Bryag,2
3447,Wuyang,4
3448,Mengcheng Chengguanzhen,1
3449,Palmas de Monte Alto,4
3450,Shimodate,4
3451,Nanhu,2
3452,Zakliczyn,1
3453,Lučko,1
3454,Mubo,3
3455,Neópolis,1
3456,Gyamco,4
3457,Mevo horon,4
3458,Tugu,4
3459,Kahnūj,1
3460,Aytos,3
3461,Quimper,2
3462,Alaverdi,1
3463,Aco,3
3464,Jawor,1
3465,Paiçandu,2
3466,Lupao,4
3467,San Angelo,4
3468,Landerneau,1
3469,Macklin,4
3470,Zhaike,4
3471,Maofan,3
3472,Xinfeng,2
3473,Saint-Denis,1
3474,Tokoname,1
3475,Saparbay,3
3476,Maninihon,1
3477,Hualian,2
3478,Sanski Most,4
3479,Xiaoying,2
3480,Yuanjiazhuang,3
3481,Magalalag,4
3482,Tân Hiệp,2
3483,Gardawice,1
3484,Yunchi,2
3485,Aiquile,3
3486,Santa Praxedes,4
3487,Beigucheng,2
3488,Zhenchuan,3
3489,Saint-Denis,4
3490,Pingshi,1
3491,Jiaohu,2
3492,Qinjiang,2
3493,Casal de São João,3
3494,Gaomiaoji,4
3495,Dazi,1
3496,Jin’e,3
3497,Kalmar,3
3498,Kaum Kaler,4
3499,Talisayan,1
3500,Sumberpandan,2
3501,Qintang,2
3502,Dayangzhou,2
3503,Lazarat,1
3504,Karolinka,3
3505,Xiangtang,2
3506,Likhoy,1
3507,Bang Len,2
3508,Khasht’arrak,3
3509,Nanqi,4
3510,Bokat,1
3511,Nanmen,4
3512,Trzciana,4
3513,Colonia Elisa,2
3514,Laval,4
3515,Jiangya,1
3516,Tempaling,3
3517,Bucay,4
3518,Köln,1
3519,Kibara,2
3520,Tamansari,3
3521,Léchovo,4
3522,Jiulongshan,4
3523,Haiyanmiao,3
3524,Valtelheiro,4
3525,Novokuz’minki,3
3526,Alexandria,2
3527,San Francisco de Coray,2
3528,Dalaba,4
3529,Pruszcz Gdański,4
3530,Marondera,4
3531,Vendas de Galizes,1
3532,Sholokhove,1
3533,Sepolong Timur,2
3534,Garahaji,3
3535,Vũ Thư,1
3536,Wang Sai Phun,4
3537,Sukonolo Krajan,3
3538,Trzemeszno,1
3539,Yangying,2
3540,Bandera,3
3541,Karangcombong,3
3542,Huangqi,2
3543,Tomislavgrad,3
3544,Chợ Lầu,3
3545,Calceta,1
3546,Lae,3
3547,Izumi,3
3548,San Fernando,2
3549,Potrerillos Arriba,3
3550,Buri,2
3551,Le Hochet,1
3552,Muara,1
3553,Henggouqiao,3
3554,Cocabamba,4
3555,Lab,1
3556,Cizhu,2
3557,Majiao,4
3558,Salimbalan,4
3559,Tha Muang,1
3560,Fengting,1
3561,Telmin Suma,4
3562,Taipinghu,2
3563,Richmond,3
3564,Aubenas,2
3565,Puyang,2
3566,Sidaraja,2
3567,Cipari Satu,1
3568,Taxisco,4
3569,Talisay,4
3570,Guaratinguetá,2
3571,Loreto,2
3572,Mayong,1
3573,Mhamid,1
3574,Pinsk,2
3575,Vallenar,2
3576,Bai’e,4
3577,Hamburg Winterhude,2
3578,Huaniao,4
3579,Kameoka,2
3580,Maji,3
3581,Tiền Hải,3
3582,Hanfeng,3
3583,Zhujiachang,2
3584,Zhudian,2
3585,Bugang,1
3586,Povorino,2
3587,Parelhas,4
3588,Fajã de Cima,3
3589,Obas,3
3590,Turbiv,4
3591,Pescara,2
3592,Asprángeloi,2
3593,Inyati,2
3594,Mijiang,3
3595,Ivot,1
3596,Engel’s,4
3597,Reserva,3
3598,Cikondang,3
3599,Saint-Fargeau-Ponthierry,4
3600,Karkkila,3
3601,Kanungu,2
3602,Capitán Bado,3
3603,Rawa Satu,1
3604,Greensboro,4
3605,Kardhiq,4
3606,Tiassalé,1
3607,São Miguel,2
3608,Anaco,3
3609,Medvedevo,3
3610,Roanoke,2
3611,E’zhou,2
3612,Wonotirto,1
3613,Velyki Kopany,2
3614,Sandefjord,2
3615,Andamui,3
3616,Kuantan,4
3617,Strizhi,1
3618,Gorzów Wielkopolski,4
3619,Kochani,2
3620,San Ramón,2
3621,Sobue,2
3622,Graz,2
3623,České Meziříčí,3
3624,Huangtan,3
3625,Maevatanana,4
3626,Yacheng,1
3627,Laidian,4
3628,Ulricehamn,1
3629,Cemara,4
3630,Göteborg,4
3631,Si Narong,2
3632,Luxi,3
3633,Igarassu,1
3634,Hongjia,4
3635,Riga,4
3636,Przywidz,3
3637,Inta,3
3638,Jishigang,2
3639,RMI Capitol,3
3640,Puyehue,1
3641,Mriyunan,4
3642,Pasararba,3
3643,Ailuk,4
3644,Maria,2
3645,Kambar,4
3646,Gadon,1
3647,Rust’avi,2
3648,Nakło nad Notecią,1
3649,Tōbetsu,4
3650,Huntington Beach,3
3651,Salvacion,2
3652,Jingcheng,3
3653,Toyooka,4
3654,Gaoqiao,2
3655,Vlissingen,1
3656,Kangān,2
3657,Lagny-sur-Marne,2
3658,Xiuyu,3
3659,Matang,1
3660,Aghavnatun,4
3661,Delanggu,1
3662,Cruzeiro,3
3663,Orikhiv,1
3664,Tlogotunggal,2
3665,Beloha,3
3666,Klimontów,3
3667,Kombolcha,1
3668,Carvalheira,2
3669,Tuanai,2
3670,Västervik,2
3671,Pereira,3
3672,Malishka,4
3673,Karkkila,1
3674,Ulster Spring,3
3675,Cimarelang,1
3676,Songping,1
3677,Llalli,2
3678,Akita Shi,1
3679,Bang Pahan,2
3680,Morelos,2
3681,Sindangkerta,4
3682,Punkaharju,1
3683,Ribeiro,1
3684,Dalai,1
3685,Urasqui,1
